rank,gene,typed_status,strongest_condition,strongest_n_total_de_genes,rest_de,stim8hr_de,stim48hr_de,k562_de,rpe1_de,specificity_status,collectri_target_count,standard_t_cell_annotation
1014,BLVRB,associative_only,Rest,1,1,0,1,2,,cell_type_specific_context,0,False
1015,BLZF1,evidence_attached,Rest,454,454,6,108,5,,cell_type_specific_context,0,False
1016,BMAL1,associative_only,Stim8hr,6,5,6,2,,,not_assayed,58,False
1017,BMAL2,associative_only,Stim8hr,2,1,2,1,,,not_assayed,9,False
1018,BMERB1,associative_only,Stim48hr,3,1,2,3,,,not_assayed,0,False
1019,BMF,associative_only,Stim48hr,3,1,2,3,,,not_assayed,0,False
1020,BMI1,evidence_attached,Stim8hr,92,34,92,14,0,,cell_type_specific_context,0,False
1021,BMP1,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
1022,BMP2K,associative_only,Rest,1,1,1,1,189,619,specificity_warning,0,False
1023,BMP6,not_assayed,,,0,1,1,,,not_assayed,0,False
1024,BMP8A,not_assayed,,,10,12,88,,,not_assayed,0,False
1025,BMP8B,not_assayed,,,0,0,0,,,not_assayed,0,False
1026,BMPR1A,associative_only,Stim8hr,3,1,3,1,,,not_assayed,0,False
1027,BMPR2,not_assayed,,,0,9,0,4,,cell_type_specific_context,0,False
1028,BNC1,not_assayed,,,0,0,1,0,,cell_type_specific_context,0,False
1029,BNC2,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
1030,BNIP2,associative_only,Rest,10,10,3,5,2,,cell_type_specific_context,0,False
1031,BNIP3,not_assayed,,,30,2,7,1,,cell_type_specific_context,0,False
1032,BNIP3L,associative_only,Stim8hr,3,2,3,2,1,,cell_type_specific_context,0,False
1033,BOD1,associative_only,Rest,7,7,2,3,3,,cell_type_specific_context,0,False
1034,BOD1L1,not_assayed,,,0,0,46,476,242,specificity_warning,0,False
1035,BOK,not_assayed,,,3,1,1,,,not_assayed,0,False
1036,BOLA1,associative_only,Stim48hr,5,2,3,5,1,,cell_type_specific_context,0,False
1037,BOLA2B,not_assayed,,,3,4,1,,,not_assayed,0,False
1038,BOLA3,associative_only,Rest,4,4,3,2,6,,cell_type_specific_context,0,False
1039,BORCS5,associative_only,Stim8hr,4,2,4,2,,,not_assayed,0,False
1040,BORCS6,associative_only,Stim48hr,6,2,2,6,,,not_assayed,0,False
1041,BORCS7,associative_only,Rest,3,3,3,3,,,not_assayed,0,False
1042,BORCS8,evidence_attached,Rest,19,19,9,13,,,not_assayed,0,False
1043,BORCS8-MEF2B,not_assayed,,,15,32,30,,,not_assayed,0,False
1044,BPGM,evidence_attached,Rest,21,21,3,1,3,,cell_type_specific_context,0,False
1045,BPHL,associative_only,Rest,2,2,2,2,0,,cell_type_specific_context,0,False
1046,BPIFA2,not_assayed,,,1,0,0,,,not_assayed,0,False
1047,BPNT1,evidence_attached,Rest,60,60,2,2,2,,cell_type_specific_context,0,False
1048,BPNT2,evidence_attached,Stim48hr,54,0,37,54,,,not_assayed,0,False
1049,BPTF,evidence_attached,Stim8hr,604,437,604,386,5,692,cell_type_specific_context,4,False
1050,BRAF,associative_only,Rest,2,2,1,1,2,,cell_type_specific_context,0,False
1051,BRAP,evidence_attached,Rest,18,18,14,4,2,,cell_type_specific_context,0,False
1052,BRAT1,evidence_attached,Rest,219,219,21,144,2,,cell_type_specific_context,0,False
1053,BRCA1,not_assayed,,,0,59,0,16,70,cell_type_specific_context,60,False
1054,BRCC3,associative_only,Stim8hr,3,2,3,2,9,,cell_type_specific_context,0,False
1055,BRD1,evidence_attached,Stim8hr,292,65,292,136,32,,specificity_warning,0,False
1056,BRD10,evidence_attached,Rest,119,119,57,1,,,not_assayed,0,False
1057,BRD2,evidence_attached,Stim48hr,13,4,12,13,204,563,specificity_warning,0,False
1058,BRD3,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
1059,BRD4,associative_only,Stim48hr,6,3,4,6,15,6,cell_type_specific_context,11,False
1060,BRD7,evidence_attached,Rest,80,80,45,8,1,,cell_type_specific_context,3,False
1061,BRD8,evidence_attached,Stim8hr,3693,1903,3693,827,625,49,specificity_warning,0,False
1062,BRD9,evidence_attached,Rest,143,143,98,102,4,,cell_type_specific_context,0,False
1063,BRF2,associative_only,Stim8hr,2,1,2,1,1,155,cell_type_specific_context,0,False
1064,BRI3BP,associative_only,Stim48hr,6,2,1,6,1,,cell_type_specific_context,0,False
1065,BRIP1,evidence_attached,Rest,58,58,95,33,3,18,cell_type_specific_context,0,False
1066,BRK1,evidence_attached,Stim8hr,1277,622,1277,426,3,29,cell_type_specific_context,0,False
1067,BRME1,not_assayed,,,1,2,1,,,not_assayed,0,False
1068,BRMS1,evidence_attached,Stim48hr,1663,732,923,1663,3,,cell_type_specific_context,0,False
1069,BRMS1L,associative_only,Stim48hr,2,1,2,2,0,,cell_type_specific_context,0,False
1070,BROX,associative_only,Rest,2,2,2,2,3,,cell_type_specific_context,0,False
1071,BRPF1,evidence_attached,Stim8hr,1788,1005,1788,802,2,,cell_type_specific_context,0,False
1072,BRPF3,associative_only,Stim48hr,2,1,2,2,2,,cell_type_specific_context,0,False
1073,BRSK1,associative_only,Stim48hr,2,1,1,2,,,not_assayed,0,False
1074,BRWD1,evidence_attached,Stim8hr,40,11,40,13,6,,cell_type_specific_context,0,False
1075,BRWD3,associative_only,Stim48hr,4,1,1,4,1,,cell_type_specific_context,0,False
1076,BSCL2,associative_only,Stim8hr,2,0,2,2,0,,cell_type_specific_context,0,False
1077,BSDC1,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
1078,BSG,evidence_attached,Stim48hr,114,1,1,114,1,,cell_type_specific_context,0,False
1079,BSPRY,associative_only,Stim48hr,1,1,1,1,,,not_assayed,0,False
1080,BST1,not_assayed,,,0,0,0,,,not_assayed,0,False
1081,BST2,associative_only,Stim48hr,3,2,2,3,0,,cell_type_specific_context,0,False
1082,BSX,not_assayed,,,7,0,4,0,,cell_type_specific_context,4,False
1083,BTAF1,evidence_attached,Stim8hr,1493,1053,1493,1296,378,206,specificity_warning,2,False
1084,BTBD1,associative_only,Rest,4,4,3,4,12,,cell_type_specific_context,0,False
1085,BTBD10,associative_only,Stim8hr,4,2,4,1,9,,cell_type_specific_context,0,False
1086,BTBD19,not_assayed,,,2,1,3,,,not_assayed,0,False
1087,BTBD2,evidence_attached,Rest,30,30,93,0,0,,cell_type_specific_context,0,False
1088,BTBD3,associative_only,Stim48hr,3,0,3,3,6,,cell_type_specific_context,0,False
1089,BTBD6,associative_only,Stim8hr,6,4,6,4,,,not_assayed,0,False
1090,BTBD7,associative_only,Stim8hr,3,0,3,1,1,,cell_type_specific_context,0,False
1091,BTBD8,not_assayed,,,0,0,2,,,not_assayed,0,False
1092,BTD,associative_only,Stim8hr,3,2,3,2,,,not_assayed,0,False
1093,BTF3L4,associative_only,Stim48hr,4,2,3,4,3,6,cell_type_specific_context,0,False
1094,BTG1,not_assayed,,,1,0,0,9,,cell_type_specific_context,0,False
1095,BTG2,associative_only,Stim48hr,2,1,2,2,0,,cell_type_specific_context,7,False
1096,BTG3,associative_only,Rest,3,3,2,2,2,,cell_type_specific_context,0,False
1097,BTK,not_assayed,,,4,21,1,2,,cell_type_specific_context,0,False
1098,BTLA,associative_only,Rest,10,10,1,1,,,not_assayed,0,True
1099,BTN2A1,associative_only,Stim8hr,4,2,4,2,0,,cell_type_specific_context,0,False
1100,BTN2A2,associative_only,Stim48hr,1,0,0,1,2,,cell_type_specific_context,0,False
1101,BTN3A1,associative_only,Rest,4,4,3,2,,,not_assayed,0,False
1102,BTN3A2,associative_only,Rest,4,4,1,2,6,,cell_type_specific_context,0,False
1103,BTN3A3,evidence_attached,Rest,28,28,17,8,,,not_assayed,0,False
1104,BTNL9,not_assayed,,,1,0,2,1,,cell_type_specific_context,0,False
1105,BTRC,associative_only,Stim8hr,7,1,7,2,,,not_assayed,0,False
1106,BUD23,evidence_attached,Stim8hr,232,0,232,0,198,0,specificity_warning,0,False
1107,BUD31,not_assayed,,,0,0,5,5,1012,cell_type_specific_context,0,False
1108,BZW1,associative_only,Rest,4,4,3,3,1,,cell_type_specific_context,0,False
1109,BZW2,evidence_attached,Stim48hr,88,4,2,88,1,,cell_type_specific_context,0,False
1110,C10orf88,evidence_attached,Stim8hr,29,10,29,2,0,,cell_type_specific_context,0,False
1111,C10orf95,not_assayed,,,28,6,14,,,not_assayed,0,False
1112,C11orf21,associative_only,Rest,2,2,0,0,,,not_assayed,0,False
1113,C11orf24,associative_only,Stim48hr,4,1,1,4,0,,cell_type_specific_context,0,False
1114,C11orf54,evidence_attached,Rest,1045,1045,159,656,0,,cell_type_specific_context,0,False
1115,C11orf58,associative_only,Stim48hr,10,2,1,10,9,,cell_type_specific_context,0,False
1116,C11orf65,not_assayed,,,0,0,1,,,not_assayed,0,False
1117,C11orf68,evidence_attached,Stim48hr,153,69,148,153,2,,cell_type_specific_context,0,False
1118,C11orf71,associative_only,Rest,3,3,3,3,0,,cell_type_specific_context,0,False
1119,C11orf96,not_assayed,,,3,1,2,0,,cell_type_specific_context,0,False
1120,C11orf98,not_assayed,,,1,14,11,,,not_assayed,0,False
1121,C12orf43,associative_only,Stim8hr,8,3,8,2,3,,cell_type_specific_context,0,False
1122,C12orf57,evidence_attached,Rest,11,11,7,5,3,,cell_type_specific_context,0,False
1123,C12orf75,evidence_attached,Rest,13,13,10,5,,,not_assayed,0,False
1124,C12orf76,associative_only,Stim48hr,5,4,4,5,0,,cell_type_specific_context,0,False
1125,C14orf119,evidence_attached,Stim8hr,18,12,18,6,5,,cell_type_specific_context,0,False
1126,C14orf132,not_assayed,,,0,0,1,,,not_assayed,0,False
1127,C14orf28,associative_only,Rest,2,2,0,1,,,not_assayed,0,False
1128,C14orf93,associative_only,Rest,3,3,2,1,0,,cell_type_specific_context,0,False
1129,C15orf39,associative_only,Stim48hr,9,6,4,9,1,,cell_type_specific_context,0,False
1130,C15orf40,associative_only,Stim48hr,2,1,1,2,1,,cell_type_specific_context,0,False
1131,C15orf48,associative_only,Stim48hr,5,3,2,5,,,not_assayed,0,False
1132,C15orf61,evidence_attached,Stim48hr,14,11,6,14,2,,cell_type_specific_context,0,False
1133,C15orf62,not_assayed,,,2,1,2,,,not_assayed,0,False
1134,C16orf46,not_assayed,,,1,1,1,,,not_assayed,0,False
1135,C16orf54,associative_only,Rest,1,1,1,2,,,not_assayed,0,False
1136,C16orf74,not_assayed,,,1,1,1,,,not_assayed,0,False
1137,C16orf86,not_assayed,,,7,5,8,0,5,cell_type_specific_context,0,False
1138,C16orf87,evidence_attached,Stim8hr,182,129,182,55,95,,specificity_warning,0,False
1139,C16orf95,associative_only,Stim48hr,2,2,1,2,0,,cell_type_specific_context,0,False
1140,C17orf107,not_assayed,,,0,2,1,,,not_assayed,0,False
1141,C17orf58,associative_only,Stim48hr,1,2,1,1,2,16,cell_type_specific_context,0,False
1142,C17orf67,not_assayed,,,4,7,25,,,not_assayed,0,False
1143,C17orf75,associative_only,Stim8hr,3,2,3,1,2,,cell_type_specific_context,0,False
1144,C18orf21,associative_only,Rest,4,4,3,1,114,0,specificity_warning,0,False
1145,C18orf32,evidence_attached,Stim8hr,74,34,74,40,6,,cell_type_specific_context,0,False
1146,C18orf54,associative_only,Rest,5,5,1,3,,,not_assayed,0,False
1147,C19orf12,associative_only,Stim48hr,3,2,1,3,0,,cell_type_specific_context,0,False
1148,C19orf18,not_assayed,,,0,0,0,,,not_assayed,0,False
1149,C19orf33,not_assayed,,,1,0,2,,,not_assayed,0,False
1150,C19orf38,not_assayed,,,2,5,2,,,not_assayed,0,False
1151,C19orf44,not_assayed,,,0,0,3,,,not_assayed,0,False
1152,C19orf47,associative_only,Stim48hr,6,2,5,6,2,,cell_type_specific_context,0,False
1153,C19orf48P,not_assayed,,,0,1,0,,,not_assayed,0,False
1154,C19orf53,associative_only,Rest,2,2,2,2,16,173,cell_type_specific_context,0,False
1155,C19orf73,not_assayed,,,1,2,5,0,,cell_type_specific_context,0,False
1156,C1D,evidence_attached,Stim8hr,960,555,960,894,127,605,specificity_warning,0,False
1157,C1GALT1,associative_only,Stim48hr,5,2,4,5,1,,cell_type_specific_context,0,False
1158,C1GALT1C1,associative_only,Stim48hr,3,2,1,3,0,,cell_type_specific_context,0,False
1159,C1QA,not_assayed,,,1,0,0,,,not_assayed,0,False
1160,C1QB,not_assayed,,,0,8,0,,,not_assayed,0,False
1161,C1QBP,associative_only,Rest,3,3,1,1,1098,508,specificity_warning,0,False
1162,C1QC,not_assayed,,,1,1,1,,,not_assayed,0,False
1163,C1QL3,not_assayed,,,1,1,0,,,not_assayed,0,False
1164,C1QTNF6,not_assayed,,,1,8,1,,,not_assayed,0,False
1165,C1R,associative_only,Stim48hr,2,0,0,2,,,not_assayed,0,False
1166,C1RL,evidence_attached,Stim48hr,21,8,10,21,3,,cell_type_specific_context,0,False
1167,C1S,not_assayed,,,0,115,71,,,not_assayed,0,False
1168,C1orf115,not_assayed,,,577,43,10,,,not_assayed,0,False
1169,C1orf122,associative_only,Rest,5,5,4,4,1,,cell_type_specific_context,0,False
1170,C1orf131,not_assayed,,,4,0,11,665,98,specificity_warning,0,False
1171,C1orf159,evidence_attached,Stim8hr,22,12,22,15,1,,cell_type_specific_context,0,False
1172,C1orf162,not_assayed,,,0,3,0,,,not_assayed,0,False
1173,C1orf174,associative_only,Stim8hr,3,2,3,1,3,,cell_type_specific_context,0,False
1174,C1orf198,associative_only,Stim48hr,3,0,1,3,0,,cell_type_specific_context,0,False
1175,C1orf21,evidence_attached,Rest,843,843,9,9,,,not_assayed,0,False
1176,C1orf216,evidence_attached,Rest,66,66,2,0,0,,cell_type_specific_context,0,False
1177,C1orf35,associative_only,Stim8hr,4,4,4,2,1,,cell_type_specific_context,0,False
1178,C1orf43,associative_only,Rest,10,10,3,5,4,,cell_type_specific_context,0,False
1179,C1orf50,not_assayed,,,3,1,1,1,,cell_type_specific_context,0,False
1180,C1orf52,associative_only,Rest,3,3,2,1,29,,specificity_warning,0,False
1181,C1orf54,not_assayed,,,1,3,4,,,not_assayed,0,False
1182,C1orf56,not_assayed,,,0,1,0,1,,cell_type_specific_context,0,False
1183,C1orf74,associative_only,Stim48hr,7,2,7,7,,,not_assayed,0,False
1184,C20orf202,not_assayed,,,0,0,0,,,not_assayed,0,False
1185,C20orf96,evidence_attached,Rest,23,23,8,14,0,,cell_type_specific_context,0,False
1186,C21orf58,evidence_attached,Rest,17,17,1,2,2,,cell_type_specific_context,0,False
1187,C21orf91,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
1188,C22orf23,not_assayed,,,0,1,0,,,not_assayed,0,False
1189,C22orf46P,not_assayed,,,2,3,1,,,not_assayed,0,False
1190,C2CD2L,evidence_attached,Stim8hr,63,23,63,5,10,,cell_type_specific_context,0,False
1191,C2CD3,associative_only,Stim8hr,8,4,8,4,0,,cell_type_specific_context,0,False
1192,C2CD4D,not_assayed,,,1,1,1,,,not_assayed,0,False
1193,C2CD5,evidence_attached,Stim8hr,61,2,61,2,,,not_assayed,0,False
1194,C2orf15,evidence_attached,Stim48hr,267,8,14,267,,,not_assayed,0,False
1195,C2orf42,associative_only,Stim8hr,4,1,4,2,1,,cell_type_specific_context,0,False
1196,C2orf49,associative_only,Stim48hr,8,5,8,8,1,,cell_type_specific_context,0,False
1197,C2orf68,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
1198,C2orf69,associative_only,Stim8hr,2,1,2,1,0,,cell_type_specific_context,0,False
1199,C2orf74,associative_only,Rest,2,2,2,2,,,not_assayed,0,False
1200,C2orf76,associative_only,Stim48hr,7,4,4,7,2,,cell_type_specific_context,0,False
1201,C2orf88,not_assayed,,,0,0,0,1,,cell_type_specific_context,0,False
1202,C3,not_assayed,,,1,1,1,,,not_assayed,0,False
1203,C3AR1,associative_only,Rest,2,2,0,1,,,not_assayed,0,False
1204,C3orf18,evidence_attached,Rest,17,17,1,6,,,not_assayed,0,False
1205,C3orf33,associative_only,Stim8hr,2,1,2,0,0,,cell_type_specific_context,0,False
1206,C3orf38,associative_only,Stim8hr,3,1,3,2,1,,cell_type_specific_context,0,False
1207,C3orf52,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
1208,C3orf62,not_assayed,,,0,0,0,,,not_assayed,0,False
1209,C4BPB,not_assayed,,,1,7,1,,,not_assayed,0,False
1210,C4orf19,not_assayed,,,0,1,1,,,not_assayed,0,False
1211,C4orf3,associative_only,Stim8hr,2,1,2,1,2,,cell_type_specific_context,0,False
1212,C4orf33,evidence_attached,Stim48hr,15,9,3,15,0,,cell_type_specific_context,0,False
1213,C4orf46,associative_only,Rest,4,4,3,4,0,,cell_type_specific_context,0,False
1214,C5AR1,not_assayed,,,3,2,3,,,not_assayed,0,False
1215,C5orf15,associative_only,Stim48hr,9,3,5,9,1,,cell_type_specific_context,0,False
1216,C5orf24,associative_only,Stim8hr,3,0,3,1,2,,cell_type_specific_context,0,False
1217,C5orf34,evidence_attached,Stim48hr,16,4,3,16,0,,cell_type_specific_context,0,False
1218,C5orf58,not_assayed,,,0,4,2,,,not_assayed,0,False
1219,C5orf63,evidence_attached,Rest,20,20,1,1,,,not_assayed,0,False
1220,C6orf120,evidence_attached,Stim48hr,56,17,40,56,16,,cell_type_specific_context,0,False
1221,C6orf136,associative_only,Rest,1,1,1,1,5,,cell_type_specific_context,0,False
1222,C6orf163,not_assayed,,,0,0,3,,,not_assayed,0,False
1223,C6orf226,associative_only,Stim48hr,3,1,1,3,,,not_assayed,0,False
1224,C6orf47,associative_only,Stim8hr,6,3,6,5,0,,cell_type_specific_context,0,False
1225,C6orf62,evidence_attached,Rest,624,624,1,0,5,,cell_type_specific_context,0,False
1226,C6orf89,associative_only,Stim8hr,5,2,5,2,4,,cell_type_specific_context,0,False
1227,C7,not_assayed,,,0,0,0,,,not_assayed,0,False
1228,C7orf50,associative_only,Stim8hr,2,0,2,1,0,1,cell_type_specific_context,0,False
1229,C8orf33,evidence_attached,Rest,264,264,85,14,2,,cell_type_specific_context,0,False
1230,C8orf44,not_assayed,,,1,0,0,0,,cell_type_specific_context,0,False
1231,C8orf58,not_assayed,,,3,7,4,,,not_assayed,0,False
1232,C8orf76,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
1233,C8orf82,not_assayed,,,22,136,43,5,,cell_type_specific_context,0,False
1234,C8orf88,associative_only,Stim48hr,2,1,0,2,,,not_assayed,0,False
1235,C9orf40,associative_only,Rest,1,1,0,1,1,,cell_type_specific_context,0,False
1236,C9orf72,associative_only,Rest,5,5,2,3,,,not_assayed,0,False
1237,C9orf78,evidence_attached,Stim48hr,152,0,120,152,1,197,cell_type_specific_context,0,False
1238,C9orf85,associative_only,Stim8hr,4,2,4,1,1,,cell_type_specific_context,0,False
1239,CA1,not_assayed,,,0,0,0,,,not_assayed,0,False
1240,CA10,not_assayed,,,3,11,13,,,not_assayed,0,False
1241,CA11,evidence_attached,Stim48hr,12,4,2,12,1,,cell_type_specific_context,0,False
1242,CA14,not_assayed,,,8,22,11,,,not_assayed,0,False
1243,CA2,not_assayed,,,3,2,0,,,not_assayed,0,False
1244,CA5B,associative_only,Rest,3,3,1,2,,,not_assayed,0,False
1245,CA6,associative_only,Rest,3,3,1,0,,,not_assayed,0,False
1246,CA7,not_assayed,,,4,3,3,,,not_assayed,0,False
1247,CA9,not_assayed,,,1,0,1,,,not_assayed,0,False
1248,CAAP1,evidence_attached,Stim48hr,65,7,5,65,0,,cell_type_specific_context,0,False
1249,CAB39,evidence_attached,Stim8hr,129,10,129,23,1,,cell_type_specific_context,0,False
1250,CAB39L,not_assayed,,,0,0,0,3,,cell_type_specific_context,0,False
1251,CABIN1,evidence_attached,Stim8hr,191,27,191,182,241,150,specificity_warning,0,False
1252,CABLES1,not_assayed,,,1,0,1,,,not_assayed,0,False
1253,CABLES2,associative_only,Stim48hr,5,1,1,5,,,not_assayed,0,False
1254,CABP4,not_assayed,,,0,0,0,,,not_assayed,0,False
1255,CABP5,not_assayed,,,23,61,15,,,not_assayed,0,False
1256,CACFD1,not_assayed,,,0,1,0,,,not_assayed,0,False
1257,CACHD1,not_assayed,,,57,159,66,,,not_assayed,0,False
1258,CACNA1A,not_assayed,,,1,2,0,,,not_assayed,0,False
1259,CACNA1C,not_assayed,,,2,1,0,,,not_assayed,0,False
1260,CACNA1D,not_assayed,,,0,2,2,,,not_assayed,0,False
1261,CACNA1E,not_assayed,,,4,5,0,,,not_assayed,0,False
1262,CACNA1H,not_assayed,,,0,0,0,,,not_assayed,0,False
1263,CACNA2D2,not_assayed,,,1,5,2,,,not_assayed,0,False
1264,CACNA2D4,not_assayed,,,0,1,0,,,not_assayed,0,False
1265,CACNB1,associative_only,Stim8hr,7,5,7,3,,,not_assayed,0,False
1266,CACNB2,not_assayed,,,1,17,2,,,not_assayed,0,False
1267,CACNB3,associative_only,Stim48hr,2,0,0,2,1,7,cell_type_specific_context,0,False
1268,CACNB4,not_assayed,,,11,9,9,,,not_assayed,0,False
1269,CACUL1,associative_only,Stim48hr,2,1,1,2,6,,cell_type_specific_context,0,False
1270,CACYBP,not_assayed,,,1,0,0,1,,cell_type_specific_context,0,False
1271,CAD,evidence_attached,Stim8hr,610,149,610,0,205,1,specificity_warning,0,False
1272,CADM1,not_assayed,,,0,0,0,,,not_assayed,0,False
1273,CALCB,not_assayed,,,0,0,1,,,not_assayed,0,False
1274,CALCOCO1,associative_only,Stim8hr,3,1,3,1,0,,cell_type_specific_context,0,False
1275,CALCOCO2,evidence_attached,Stim8hr,2352,5,2352,484,2,,cell_type_specific_context,0,False
1276,CALD1,not_assayed,,,1,0,0,,,not_assayed,0,False
1277,CALHM2,associative_only,Rest,4,4,4,3,,,not_assayed,0,False
1278,CALHM6,evidence_attached,Rest,42,42,25,21,,,not_assayed,0,False
1279,CALM1,evidence_attached,Stim8hr,21,2,21,2,1,,cell_type_specific_context,0,False
1280,CALM2,associative_only,Rest,3,3,1,1,23,,cell_type_specific_context,0,False
1281,CALM3,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
1282,CALML4,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
1283,CALML5,not_assayed,,,9,6,3,,,not_assayed,0,False
1284,CALR,evidence_attached,Rest,63,63,13,35,139,505,specificity_warning,0,False
1285,CALU,associative_only,Stim48hr,3,1,2,3,2,,cell_type_specific_context,0,False
1286,CALY,not_assayed,,,2,2,0,,,not_assayed,0,False
1287,CAMK1,evidence_attached,Stim48hr,61,46,30,61,8,,cell_type_specific_context,0,False
1288,CAMK1D,not_assayed,,,1,0,0,,,not_assayed,0,False
1289,CAMK2D,associative_only,Rest,3,3,2,1,,,not_assayed,0,False
1290,CAMK2G,associative_only,Rest,2,2,1,1,0,,cell_type_specific_context,0,False
1291,CAMK2N1,not_assayed,,,23,26,35,,,not_assayed,0,False
1292,CAMK4,associative_only,Stim48hr,9,1,9,9,,,not_assayed,0,False
1293,CAMKK1,not_assayed,,,0,1,1,,,not_assayed,0,False
