rank,gene,typed_status,strongest_condition,strongest_n_total_de_genes,rest_de,stim8hr_de,stim48hr_de,k562_de,rpe1_de,specificity_status,collectri_target_count,standard_t_cell_annotation
681,ARRDC4,not_assayed,,,458,621,1278,109,,specificity_warning,0,False
682,ARSA,associative_only,Rest,5,5,3,1,,,not_assayed,0,False
683,ARSB,associative_only,Stim8hr,5,2,5,4,,,not_assayed,0,False
684,ARSG,not_assayed,,,0,0,1,,,not_assayed,0,False
685,ARSK,associative_only,Rest,10,10,85,10,1,,cell_type_specific_context,0,False
686,ARV1,associative_only,Rest,7,7,4,5,1,,cell_type_specific_context,0,False
687,ARX,not_assayed,,,1,1,0,0,,cell_type_specific_context,27,False
688,ASAH1,associative_only,Stim8hr,3,2,3,2,1,,cell_type_specific_context,0,False
689,ASAH2B,not_assayed,,,11,15,10,2,,cell_type_specific_context,0,False
690,ASAP2,evidence_attached,Stim48hr,18,7,4,18,,,not_assayed,0,False
691,ASAP3,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
692,ASB1,associative_only,Stim48hr,5,4,5,5,13,,cell_type_specific_context,0,False
693,ASB13,not_assayed,,,12,13,8,8,,cell_type_specific_context,0,False
694,ASB14,not_assayed,,,1,0,0,,,not_assayed,0,False
695,ASB2,associative_only,Stim48hr,2,0,0,2,,,not_assayed,0,False
696,ASB6,not_assayed,,,15,25,0,125,,specificity_warning,0,False
697,ASB7,not_assayed,,,0,0,2,1,,cell_type_specific_context,0,False
698,ASB8,associative_only,Rest,2,2,2,1,0,,cell_type_specific_context,0,False
699,ASCC1,associative_only,Stim48hr,6,5,3,6,1,,cell_type_specific_context,0,False
700,ASCC2,evidence_attached,Rest,29,29,2,12,10,,cell_type_specific_context,0,False
701,ASCC3,not_assayed,,,0,0,4,737,1908,specificity_warning,0,False
702,ASCL1,not_assayed,,,3,2,2,0,,cell_type_specific_context,70,False
703,ASCL2,not_assayed,,,0,0,1,0,,cell_type_specific_context,10,False
704,ASCL3,not_assayed,,,2,1,2,0,,cell_type_specific_context,0,False
705,ASCL4,not_assayed,,,2,7,2,0,,cell_type_specific_context,3,False
706,ASCL5,not_assayed,,,2,0,2,0,,cell_type_specific_context,0,False
707,ASF1A,associative_only,Rest,9,9,2,3,11,,cell_type_specific_context,0,False
708,ASF1B,not_assayed,,,8,0,0,6,4,cell_type_specific_context,0,False
709,ASH1L,associative_only,Rest,10,10,4,8,2,,cell_type_specific_context,4,False
710,ASH2L,not_assayed,,,0,589,112,8,,cell_type_specific_context,0,False
711,ASIC1,associative_only,Stim48hr,1,0,0,1,,,not_assayed,0,False
712,ASIC3,not_assayed,,,2,2,1,,,not_assayed,0,False
713,ASL,associative_only,Rest,3,3,1,2,1,,cell_type_specific_context,0,False
714,ASMTL,associative_only,Stim48hr,2,1,2,2,0,,cell_type_specific_context,0,False
715,ASNS,not_assayed,,,0,1,0,2,,cell_type_specific_context,0,False
716,ASNSD1,associative_only,Rest,2,2,1,1,6,,cell_type_specific_context,0,False
717,ASPH,associative_only,Rest,1,1,1,1,127,,specificity_warning,0,False
718,ASPHD2,associative_only,Stim48hr,3,2,2,3,,,not_assayed,0,False
719,ASPM,associative_only,Stim48hr,3,1,1,3,1,,cell_type_specific_context,0,False
720,ASPRV1,not_assayed,,,0,0,0,,,not_assayed,0,False
721,ASPSCR1,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
722,ASRGL1,not_assayed,,,1,5,1,3,,cell_type_specific_context,0,False
723,ASTE1,associative_only,Stim8hr,7,1,7,1,,,not_assayed,0,False
724,ASTL,not_assayed,,,1,1,0,,,not_assayed,0,False
725,ASXL1,evidence_attached,Rest,275,275,42,9,106,,specificity_warning,5,False
726,ASXL2,evidence_attached,Rest,19,19,28,0,1,,cell_type_specific_context,0,False
727,ATAD1,associative_only,Stim48hr,3,1,1,3,3,,cell_type_specific_context,0,False
728,ATAD2,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
729,ATAD2B,associative_only,Stim8hr,9,5,9,6,5,,cell_type_specific_context,0,False
730,ATAD3A,evidence_attached,Stim48hr,720,2,7,720,18,,cell_type_specific_context,0,False
731,ATAD3B,associative_only,Rest,1,1,1,1,2,,cell_type_specific_context,0,False
732,ATAD5,evidence_attached,Rest,3791,3791,3597,3475,79,,specificity_warning,0,False
733,ATAT1,associative_only,Stim48hr,4,3,1,4,,,not_assayed,0,False
734,ATE1,associative_only,Rest,1,1,1,1,5,,cell_type_specific_context,0,False
735,ATF1,associative_only,Stim48hr,7,3,2,7,4,,cell_type_specific_context,85,False
736,ATF2,associative_only,Rest,4,4,1,1,2,,cell_type_specific_context,118,False
737,ATF3,associative_only,Stim48hr,10,1,0,10,0,,cell_type_specific_context,109,False
738,ATF4,evidence_attached,Stim8hr,1062,86,1062,393,52,4,specificity_warning,127,False
739,ATF6,associative_only,Stim8hr,3,2,3,2,2,,cell_type_specific_context,57,False
740,ATF6B,evidence_attached,Stim48hr,30,6,7,30,2,,cell_type_specific_context,4,False
741,ATF7,associative_only,Rest,3,3,2,3,0,,cell_type_specific_context,8,False
742,ATF7IP,evidence_attached,Stim48hr,74,8,6,74,17,,cell_type_specific_context,0,False
743,ATF7IP2,evidence_attached,Stim8hr,2731,854,2731,1380,54,,specificity_warning,0,False
744,ATG10,associative_only,Rest,3,3,1,2,2,,cell_type_specific_context,0,False
745,ATG101,evidence_attached,Stim48hr,32,3,1,32,,,not_assayed,0,False
746,ATG12,evidence_attached,Rest,508,508,177,7,1,,cell_type_specific_context,0,False
747,ATG13,associative_only,Rest,3,3,0,1,0,,cell_type_specific_context,0,False
748,ATG14,evidence_attached,Stim48hr,267,19,6,267,,,not_assayed,0,False
749,ATG16L1,associative_only,Stim8hr,3,1,3,0,6,,cell_type_specific_context,0,False
750,ATG16L2,associative_only,Stim8hr,4,2,4,1,,,not_assayed,0,False
751,ATG2A,associative_only,Stim48hr,5,1,2,5,1,,cell_type_specific_context,0,False
752,ATG2B,associative_only,Rest,4,4,3,2,0,,cell_type_specific_context,0,False
753,ATG3,evidence_attached,Stim48hr,36,20,15,36,12,,cell_type_specific_context,0,False
754,ATG4A,associative_only,Stim48hr,4,3,4,4,0,,cell_type_specific_context,0,False
755,ATG4B,associative_only,Rest,2,2,2,1,2,,cell_type_specific_context,0,False
756,ATG4C,associative_only,Stim48hr,5,2,2,5,0,,cell_type_specific_context,0,False
757,ATG4D,associative_only,Stim8hr,7,1,7,4,0,,cell_type_specific_context,0,False
758,ATG5,associative_only,Rest,9,9,4,4,29,,specificity_warning,0,False
759,ATG7,associative_only,Rest,1,1,1,1,26,,specificity_warning,0,False
760,ATG9A,evidence_attached,Stim48hr,80,43,32,80,0,,cell_type_specific_context,0,False
761,ATG9B,not_assayed,,,20,0,0,,,not_assayed,0,False
762,ATIC,evidence_attached,Stim8hr,181,63,181,0,214,867,specificity_warning,0,False
763,ATL1,not_assayed,,,14,180,0,,,not_assayed,0,False
764,ATL2,evidence_attached,Stim8hr,17,2,17,10,16,235,cell_type_specific_context,0,False
765,ATL3,associative_only,Stim48hr,6,5,3,6,4,,cell_type_specific_context,0,False
766,ATM,evidence_attached,Stim48hr,143,97,71,143,1,,cell_type_specific_context,0,False
767,ATMIN,associative_only,Stim48hr,4,2,4,4,1,,cell_type_specific_context,0,False
768,ATN1,associative_only,Stim48hr,4,2,4,4,1,,cell_type_specific_context,0,False
769,ATOH1,not_assayed,,,0,1,0,0,,cell_type_specific_context,14,False
770,ATOH7,not_assayed,,,1,0,6,0,,cell_type_specific_context,11,False
771,ATOH8,not_assayed,,,0,9,4,0,,cell_type_specific_context,4,False
772,ATOSA,associative_only,Stim48hr,2,1,1,2,,,not_assayed,0,False
773,ATOSB,associative_only,Rest,1,1,0,1,,,not_assayed,0,False
774,ATOX1,evidence_attached,Stim48hr,12,1,2,12,7,,cell_type_specific_context,0,False
775,ATP10A,associative_only,Stim48hr,3,2,3,3,,,not_assayed,0,False
776,ATP10D,associative_only,Rest,2,2,0,1,,,not_assayed,0,False
777,ATP11A,associative_only,Rest,1,1,1,1,6,,cell_type_specific_context,0,False
778,ATP11B,evidence_attached,Rest,51,51,0,12,287,1816,specificity_warning,0,False
779,ATP13A1,associative_only,Stim48hr,3,2,3,3,1,,cell_type_specific_context,0,False
780,ATP13A2,associative_only,Stim48hr,4,1,1,4,0,,cell_type_specific_context,0,False
781,ATP13A3,evidence_attached,Stim48hr,37,8,10,37,1,,cell_type_specific_context,0,False
782,ATP1A3,not_assayed,,,4,0,3,,,not_assayed,0,False
783,ATP1B1,associative_only,Rest,3,3,1,2,,,not_assayed,0,False
784,ATP1B3,evidence_attached,Rest,329,329,216,162,31,,specificity_warning,0,False
785,ATP23,evidence_attached,Stim48hr,97,54,67,97,8,,cell_type_specific_context,0,False
786,ATP2A2,evidence_attached,Rest,3519,3519,3260,1566,7,2729,cell_type_specific_context,0,False
787,ATP2A3,evidence_attached,Stim8hr,80,8,80,5,1,,cell_type_specific_context,0,False
788,ATP2B1,evidence_attached,Stim8hr,43,486,43,42,1,,cell_type_specific_context,0,False
789,ATP2B4,associative_only,Rest,4,4,1,2,0,,cell_type_specific_context,0,False
790,ATP2C1,associative_only,Rest,2,2,1,1,9,,cell_type_specific_context,0,False
791,ATP5F1A,evidence_attached,Stim48hr,1021,114,97,1021,659,7,specificity_warning,0,False
792,ATP5F1B,evidence_attached,Rest,124,124,10,13,829,21,specificity_warning,0,False
793,ATP5F1C,not_assayed,,,0,34,0,240,1234,specificity_warning,0,False
794,ATP5F1D,evidence_attached,Rest,30,30,5,5,57,,specificity_warning,0,False
795,ATP5F1E,evidence_attached,Stim48hr,426,24,4,426,0,,cell_type_specific_context,0,False
796,ATP5IF1,associative_only,Rest,1,1,1,1,2,,cell_type_specific_context,0,False
797,ATP5MC1,evidence_attached,Stim8hr,49,11,49,2,6,,cell_type_specific_context,0,False
798,ATP5MC2,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
799,ATP5MC3,evidence_attached,Rest,13,13,7,6,1,,cell_type_specific_context,0,False
800,ATP5ME,evidence_attached,Stim48hr,733,365,101,733,351,10,specificity_warning,0,False
801,ATP5MF,evidence_attached,Stim48hr,689,96,12,689,424,101,specificity_warning,0,False
802,ATP5MF-PTCD1,not_assayed,,,32,27,114,,,not_assayed,0,False
803,ATP5MG,evidence_attached,Rest,22,22,7,2,98,,specificity_warning,0,False
804,ATP5PD,evidence_attached,Rest,59,59,16,10,489,35,specificity_warning,0,False
805,ATP5PF,not_assayed,,,9,73,531,41,,specificity_warning,0,False
806,ATP5PO,evidence_attached,Stim48hr,1157,423,94,1157,337,51,specificity_warning,0,False
807,ATP6AP2,evidence_attached,Stim48hr,354,3,0,354,67,218,specificity_warning,0,False
808,ATP6V0A1,associative_only,Rest,5,5,3,3,10,,cell_type_specific_context,0,False
809,ATP6V0A2,evidence_attached,Stim8hr,40,7,40,0,0,,cell_type_specific_context,0,False
810,ATP6V0E1,evidence_attached,Stim8hr,11,1,11,3,5,,cell_type_specific_context,0,False
811,ATP6V0E2,associative_only,Stim8hr,3,1,3,1,1,,cell_type_specific_context,0,False
812,ATP6V1C2,not_assayed,,,1,1,1,,,not_assayed,0,False
813,ATP6V1D,not_assayed,,,1,0,0,2,98,cell_type_specific_context,0,False
814,ATP6V1E1,evidence_attached,Rest,51,51,6,2,24,221,cell_type_specific_context,0,False
815,ATP6V1E2,evidence_attached,Rest,16,16,14,11,16,,cell_type_specific_context,0,False
816,ATP6V1G2,not_assayed,,,0,8,1,,,not_assayed,0,False
817,ATP7A,evidence_attached,Stim48hr,11,3,1,11,1,,cell_type_specific_context,0,False
818,ATP8A1,associative_only,Rest,3,3,2,2,,,not_assayed,0,False
819,ATP8A2,not_assayed,,,2,1,1,,,not_assayed,0,False
820,ATP8B1,not_assayed,,,601,662,17,,,not_assayed,0,False
821,ATP8B2,associative_only,Stim48hr,9,5,8,9,270,,specificity_warning,0,False
822,ATP8B3,associative_only,Stim48hr,4,3,5,4,,,not_assayed,0,False
823,ATP8B4,associative_only,Rest,2,2,1,2,,,not_assayed,0,False
824,ATP9A,not_assayed,,,5,5,6,,,not_assayed,0,False
825,ATP9B,associative_only,Stim8hr,7,5,7,2,0,,cell_type_specific_context,0,False
826,ATPAF1,associative_only,Rest,6,6,2,4,1,,cell_type_specific_context,0,False
827,ATPAF2,not_assayed,,,59,3,833,7,,cell_type_specific_context,0,False
828,ATPSCKMT,not_assayed,,,0,103,0,10,,cell_type_specific_context,0,False
829,ATRAID,associative_only,Rest,3,3,3,2,2,,cell_type_specific_context,0,False
830,ATRN,associative_only,Stim48hr,2,1,2,2,,,not_assayed,0,False
831,ATRX,evidence_attached,Stim8hr,831,214,831,347,44,,specificity_warning,4,False
832,ATXN1,not_assayed,,,3,4,2,,,not_assayed,0,False
833,ATXN10,evidence_attached,Rest,1377,1377,1306,0,158,690,specificity_warning,0,False
834,ATXN1L,evidence_attached,Rest,98,98,3,4,87,,specificity_warning,0,False
835,ATXN2,associative_only,Rest,1,1,1,1,5,,cell_type_specific_context,0,False
836,ATXN2L,evidence_attached,Stim8hr,120,118,120,86,7,,cell_type_specific_context,0,False
837,ATXN3,associative_only,Rest,6,6,6,3,0,,cell_type_specific_context,0,False
838,ATXN7L1,not_assayed,,,0,0,1,0,,cell_type_specific_context,0,False
839,ATXN7L2,associative_only,Stim8hr,5,4,5,6,,,not_assayed,0,False
840,ATXN7L3,evidence_attached,Stim8hr,1942,545,1942,503,29,,specificity_warning,0,False
841,ATXN7L3B,associative_only,Stim8hr,4,1,4,1,1,,cell_type_specific_context,0,False
842,AUH,associative_only,Stim8hr,3,2,3,2,0,,cell_type_specific_context,0,False
843,AUNIP,associative_only,Stim48hr,2,16,1,2,3,,cell_type_specific_context,0,False
844,AUP1,evidence_attached,Stim48hr,241,10,128,241,1,,cell_type_specific_context,0,False
845,AURKAIP1,associative_only,Stim48hr,3,1,2,3,16,274,cell_type_specific_context,0,False
846,AUTS2,evidence_attached,Rest,16,16,16,9,,,not_assayed,0,False
847,AVEN,evidence_attached,Stim8hr,157,3,157,1,7,,cell_type_specific_context,0,False
848,AVIL,not_assayed,,,1,0,0,,,not_assayed,0,False
849,AVL9,evidence_attached,Stim48hr,20,7,5,20,1,,cell_type_specific_context,0,False
850,AVPI1,not_assayed,,,1,0,1,1,,cell_type_specific_context,0,False
851,AVPR2,not_assayed,,,327,1,1,,,not_assayed,0,False
852,AXIN1,not_assayed,,,0,0,16,0,,cell_type_specific_context,0,False
853,AXIN2,associative_only,Stim8hr,8,4,8,5,,,not_assayed,0,False
854,AXL,not_assayed,,,1,0,0,3,,cell_type_specific_context,0,False
855,AZGP1,not_assayed,,,1,0,0,,,not_assayed,0,False
856,AZI2,evidence_attached,Rest,18,18,1,1,2,,cell_type_specific_context,0,False
857,AZIN1,associative_only,Stim48hr,8,3,1,8,0,,cell_type_specific_context,0,False
858,AZIN2,not_assayed,,,3,3,2,,,not_assayed,0,False
859,B2M,not_assayed,,,0,0,0,2,,cell_type_specific_context,0,False
860,B3GALNT2,associative_only,Stim48hr,5,3,3,5,1,,cell_type_specific_context,0,False
861,B3GALT2,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
862,B3GALT4,associative_only,Rest,1,1,0,1,,,not_assayed,0,False
863,B3GALT6,associative_only,Stim8hr,2,1,2,0,4,,cell_type_specific_context,0,False
864,B3GAT1,evidence_attached,Rest,195,195,7,8,,,not_assayed,0,False
865,B3GAT2,not_assayed,,,39,0,0,,,not_assayed,0,False
866,B3GAT3,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
867,B3GLCT,associative_only,Stim8hr,2,1,2,1,,,not_assayed,0,False
868,B3GNT2,associative_only,Rest,5,5,1,2,0,,cell_type_specific_context,0,False
869,B3GNT5,associative_only,Stim8hr,1,0,1,0,0,,cell_type_specific_context,0,False
870,B3GNT9,associative_only,Stim48hr,4,3,2,4,,,not_assayed,0,False
871,B3GNTL1,associative_only,Stim8hr,2,0,2,1,21,,cell_type_specific_context,0,False
872,B4GALNT1,not_assayed,,,2,1,1,0,,cell_type_specific_context,0,False
873,B4GALNT3,evidence_attached,Rest,372,372,6,73,,,not_assayed,0,False
874,B4GALNT4,not_assayed,,,1,1,0,0,,cell_type_specific_context,0,False
875,B4GALT1,evidence_attached,Stim8hr,36,15,36,14,12,,cell_type_specific_context,0,False
876,B4GALT2,associative_only,Stim8hr,2,1,2,1,3,,cell_type_specific_context,0,False
877,B4GALT3,associative_only,Rest,3,3,1,1,132,,specificity_warning,0,False
878,B4GALT4,associative_only,Stim8hr,2,1,2,0,0,,cell_type_specific_context,0,False
879,B4GALT5,evidence_attached,Rest,28,28,8,11,19,,cell_type_specific_context,0,False
880,B4GALT7,associative_only,Stim8hr,5,285,5,1,10,,cell_type_specific_context,0,False
881,B4GAT1,associative_only,Rest,2,2,1,2,,,not_assayed,0,False
882,B9D2,associative_only,Rest,1,1,3,1,0,,cell_type_specific_context,0,False
883,BABAM1,associative_only,Stim8hr,3,1,3,2,1,,cell_type_specific_context,0,False
884,BABAM2,evidence_attached,Stim48hr,13,2,5,13,0,,cell_type_specific_context,0,False
885,BACE1,not_assayed,,,0,0,0,,,not_assayed,0,False
886,BACH1,associative_only,Rest,7,7,3,0,7,,cell_type_specific_context,16,False
887,BACH2,evidence_attached,Stim8hr,15,0,15,4,2,,cell_type_specific_context,8,False
888,BAD,associative_only,Rest,4,4,3,3,15,,cell_type_specific_context,0,False
889,BAG1,evidence_attached,Stim8hr,11,3,11,2,8,,cell_type_specific_context,0,False
890,BAG2,associative_only,Rest,1,1,1,1,4,,cell_type_specific_context,0,False
891,BAG3,associative_only,Rest,3,3,1,1,0,,cell_type_specific_context,0,False
892,BAG4,not_assayed,,,2,1,2,1,,cell_type_specific_context,0,False
893,BAG5,associative_only,Stim8hr,8,1,8,4,2,,cell_type_specific_context,0,False
894,BAHD1,evidence_attached,Stim48hr,393,31,96,393,8,,cell_type_specific_context,0,False
895,BAIAP2,associative_only,Rest,2,2,2,1,0,,cell_type_specific_context,0,False
896,BAIAP2L1,not_assayed,,,0,1,1,2,,cell_type_specific_context,0,False
897,BAIAP2L2,not_assayed,,,0,3,1,,,not_assayed,0,False
898,BAIAP3,not_assayed,,,1,5,1,,,not_assayed,0,False
899,BAK1,associative_only,Stim8hr,3,1,3,1,0,,cell_type_specific_context,0,False
900,BAMBI,not_assayed,,,14,14,0,6,,cell_type_specific_context,0,False
901,BANK1,not_assayed,,,4,0,1,,,not_assayed,0,False
902,BAP1,evidence_attached,Stim48hr,258,60,166,258,1292,1069,specificity_warning,0,False
903,BARHL1,not_assayed,,,0,1,0,8,,cell_type_specific_context,0,False
904,BARHL2,not_assayed,,,0,0,0,0,,cell_type_specific_context,1,False
905,BARX1,not_assayed,,,208,0,8,0,,cell_type_specific_context,8,False
906,BARX2,not_assayed,,,2,0,3,0,,cell_type_specific_context,15,False
907,BASP1,not_assayed,,,1,0,0,,,not_assayed,0,False
908,BATF,evidence_attached,Stim8hr,660,377,660,587,8,,cell_type_specific_context,16,False
909,BATF2,not_assayed,,,1,0,0,0,,cell_type_specific_context,1,False
910,BATF3,associative_only,Stim48hr,4,3,3,4,1,,cell_type_specific_context,3,False
911,BAX,evidence_attached,Stim8hr,36,4,36,18,2,,cell_type_specific_context,0,False
912,BAZ1A,evidence_attached,Rest,89,89,4,16,18,,cell_type_specific_context,0,False
913,BAZ1B,associative_only,Rest,5,5,3,1,1,,cell_type_specific_context,0,False
914,BAZ2A,associative_only,Rest,5,5,4,4,1,,cell_type_specific_context,0,False
915,BAZ2B,not_assayed,,,1,3,0,4,,cell_type_specific_context,0,False
916,BBC3,associative_only,Rest,2,2,1,1,0,,cell_type_specific_context,0,False
917,BBIP1,associative_only,Stim8hr,3,2,3,2,0,,cell_type_specific_context,0,False
918,BBLN,associative_only,Stim8hr,2,1,2,1,,,not_assayed,0,False
919,BBS1,associative_only,Stim8hr,5,2,5,3,0,,cell_type_specific_context,0,False
920,BBS10,evidence_attached,Stim8hr,79,44,79,23,,,not_assayed,0,False
921,BBS12,not_assayed,,,0,1,0,,,not_assayed,0,False
922,BBS2,associative_only,Stim48hr,3,2,3,3,0,,cell_type_specific_context,0,False
923,BBS4,associative_only,Stim48hr,1,0,1,1,1,,cell_type_specific_context,0,False
924,BBS7,associative_only,Stim8hr,5,4,5,4,0,,cell_type_specific_context,0,False
925,BBS9,associative_only,Rest,2,2,1,1,,,not_assayed,0,False
926,BBX,evidence_attached,Stim48hr,34,1,17,34,1,,cell_type_specific_context,1,False
927,BCAP29,evidence_attached,Stim8hr,105,1,105,15,1,,cell_type_specific_context,0,False
928,BCAP31,associative_only,Stim8hr,2,1,2,1,54,,specificity_warning,0,False
929,BCAS3,associative_only,Stim8hr,5,2,5,3,,,not_assayed,0,False
930,BCAS4,associative_only,Stim8hr,7,2,7,3,,,not_assayed,0,False
931,BCAT1,associative_only,Stim8hr,2,2,2,1,1,,cell_type_specific_context,0,False
932,BCAT2,evidence_attached,Stim8hr,3678,9,3678,305,1,,cell_type_specific_context,0,False
933,BCDIN3D,associative_only,Stim48hr,9,2,1,9,,,not_assayed,0,False
934,BCKDHA,evidence_attached,Stim8hr,374,291,374,0,1,,cell_type_specific_context,0,False
935,BCKDHB,associative_only,Stim8hr,10,6,10,3,0,,cell_type_specific_context,0,False
936,BCKDK,associative_only,Stim8hr,4,1,4,1,1,,cell_type_specific_context,0,False
937,BCL10,evidence_attached,Stim8hr,3456,1,3456,2980,2,,cell_type_specific_context,0,True
938,BCL11A,not_assayed,,,0,0,1,0,,cell_type_specific_context,16,False
939,BCL11B,not_assayed,,,0,1385,1504,4,,cell_type_specific_context,24,False
940,BCL2,associative_only,Rest,6,6,2,1,,,not_assayed,0,False
941,BCL2A1,associative_only,Stim8hr,2,0,2,1,,,not_assayed,0,False
942,BCL2L1,evidence_attached,Stim48hr,22,2,3,22,12,150,cell_type_specific_context,0,False
943,BCL2L11,associative_only,Rest,2,2,2,0,8,,cell_type_specific_context,0,False
944,BCL2L12,associative_only,Rest,4,4,3,2,2,,cell_type_specific_context,0,False
945,BCL2L13,evidence_attached,Stim48hr,17,0,1,17,1,,cell_type_specific_context,0,False
946,BCL2L14,not_assayed,,,1,8,0,,,not_assayed,0,False
947,BCL2L2,not_assayed,,,3,0,0,3,,cell_type_specific_context,0,False
948,BCL3,evidence_attached,Rest,231,231,113,63,,,not_assayed,28,False
949,BCL6,evidence_attached,Stim48hr,68,16,28,68,0,,cell_type_specific_context,99,True
950,BCL6B,not_assayed,,,0,1,0,0,,cell_type_specific_context,3,False
951,BCL7A,associative_only,Stim48hr,6,5,2,6,2,,cell_type_specific_context,0,False
952,BCL7B,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
953,BCL7C,associative_only,Rest,2,2,2,1,1,,cell_type_specific_context,0,False
954,BCL9,associative_only,Stim8hr,10,3,10,2,,,not_assayed,0,False
955,BCL9L,evidence_attached,Rest,18,18,3,2,,,not_assayed,0,False
956,BCLAF1,evidence_attached,Stim48hr,115,43,107,115,12,18,cell_type_specific_context,8,False
957,BCOR,evidence_attached,Stim48hr,42,27,42,42,4,,cell_type_specific_context,7,False
958,BCORL1,evidence_attached,Stim48hr,36,3,1,36,2,,cell_type_specific_context,0,False
959,BCR,associative_only,Rest,4,4,1,1,757,39,specificity_warning,0,False
960,BCS1L,evidence_attached,Stim48hr,1338,454,1087,1338,5,0,cell_type_specific_context,0,False
961,BDH1,associative_only,Rest,2,2,2,1,,,not_assayed,0,False
962,BDH2,associative_only,Rest,4,4,3,2,0,,cell_type_specific_context,0,False
963,BDP1,not_assayed,,,16,7,63,415,1276,specificity_warning,0,False
964,BEGAIN,evidence_attached,Stim8hr,44,15,44,12,,,not_assayed,0,False
965,BEND2,not_assayed,,,0,9,0,,,not_assayed,0,False
966,BEND3,evidence_attached,Stim48hr,40,8,25,40,,,not_assayed,0,False
967,BEND4,not_assayed,,,4,3,5,,,not_assayed,0,False
968,BEND5,not_assayed,,,0,4,0,,,not_assayed,0,False
969,BEST1,not_assayed,,,1,1,1,4,,cell_type_specific_context,0,False
970,BEST4,not_assayed,,,1,3,1,,,not_assayed,0,False
971,BET1L,associative_only,Stim48hr,5,3,5,5,3,,cell_type_specific_context,0,False
972,BEX1,not_assayed,,,0,0,0,,,not_assayed,0,False
973,BEX2,not_assayed,,,1,0,0,3,,cell_type_specific_context,0,False
974,BEX3,evidence_attached,Rest,311,311,16,13,,,not_assayed,0,False
975,BEX4,associative_only,Rest,2,2,1,2,1,,cell_type_specific_context,0,False
976,BEX5,associative_only,Stim48hr,3,0,0,3,,,not_assayed,0,False
977,BFAR,associative_only,Stim8hr,4,2,4,2,1,,cell_type_specific_context,0,False
978,BHLHA15,not_assayed,,,3,4,1,2,,cell_type_specific_context,20,False
979,BHLHA9,not_assayed,,,1,4,1,19,,cell_type_specific_context,0,False
980,BHLHE22,not_assayed,,,0,0,0,0,,cell_type_specific_context,2,False
981,BHLHE23,not_assayed,,,1,1,1,0,,cell_type_specific_context,3,False
982,BHLHE40,evidence_attached,Stim8hr,1997,465,1997,1687,201,,specificity_warning,43,False
983,BHLHE41,not_assayed,,,0,0,0,0,,cell_type_specific_context,28,False
984,BICD1,evidence_attached,Stim48hr,14,4,6,14,6,,cell_type_specific_context,0,False
985,BICD2,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
986,BICDL1,evidence_attached,Stim48hr,79,4,4,79,,,not_assayed,0,False
987,BICRA,evidence_attached,Stim48hr,18,4,17,18,,,not_assayed,0,False
988,BICRAL,not_assayed,,,0,4,1,,,not_assayed,0,False
989,BID,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
990,BIK,not_assayed,,,26,11,23,,,not_assayed,0,False
991,BIN1,associative_only,Rest,2,2,1,1,,,not_assayed,0,False
992,BIN2,associative_only,Stim48hr,3,2,1,3,,,not_assayed,0,False
993,BIN3,associative_only,Stim8hr,4,1,4,1,0,,cell_type_specific_context,0,False
994,BIRC2,associative_only,Rest,3,3,2,1,6,,cell_type_specific_context,0,False
995,BIRC3,associative_only,Rest,4,4,1,3,,,not_assayed,0,False
996,BIRC6,evidence_attached,Rest,16,16,4,4,8,,cell_type_specific_context,0,False
997,BIVM,associative_only,Stim48hr,4,2,2,4,3,,cell_type_specific_context,0,False
998,BIVM-ERCC5,not_assayed,,,0,0,4,,,not_assayed,0,False
999,BLCAP,associative_only,Stim48hr,6,2,2,6,0,,cell_type_specific_context,0,False
1000,BLK,not_assayed,,,0,0,0,,,not_assayed,0,False
1001,BLM,not_assayed,,,0,0,1,7,,cell_type_specific_context,0,False
1002,BLMH,associative_only,Rest,3,3,3,3,1,,cell_type_specific_context,0,False
1003,BLOC1S1,associative_only,Stim48hr,2,1,2,2,1,,cell_type_specific_context,0,False
1004,BLOC1S2,evidence_attached,Stim48hr,53,27,45,53,2,,cell_type_specific_context,0,False
1005,BLOC1S3,not_assayed,,,1,4,4,1,,cell_type_specific_context,0,False
1006,BLOC1S4,evidence_attached,Stim8hr,82,2,82,4,1,,cell_type_specific_context,0,False
1007,BLOC1S5,associative_only,Rest,2,2,1,1,1,,cell_type_specific_context,0,False
1008,BLOC1S6,associative_only,Rest,9,9,1,3,1,,cell_type_specific_context,0,False
1009,BLTP1,associative_only,Rest,2,2,1,1,,,not_assayed,0,False
1010,BLTP2,evidence_attached,Stim8hr,27,4,27,19,,,not_assayed,0,False
1011,BLTP3A,associative_only,Stim8hr,4,2,4,3,,,not_assayed,0,False
1012,BLTP3B,associative_only,Stim8hr,3,1,3,2,,,not_assayed,0,False
1013,BLVRA,evidence_attached,Stim48hr,11,1,1,11,1,,cell_type_specific_context,0,False
