rank,gene,leaderboard_status,orthogonal_dataset_count,rank_input_strongest_de,strongest_condition,rest_de,k562_de,rpe1_de
639,ALG2,not_cleared_pre_registered_compute_bar,2,107,Stim8hr,60,288,1279
640,TRMT6,not_cleared_pre_registered_compute_bar,2,107,Stim8hr,28,3,179
641,NR2C2AP,not_cleared_pre_registered_compute_bar,2,105,Stim8hr,12,54,127
642,COQ4,not_cleared_pre_registered_compute_bar,2,95,Stim8hr,42,2,163
643,ENY2,not_cleared_pre_registered_compute_bar,2,91,Stim8hr,0,1208,1715
644,INO80E,not_cleared_pre_registered_compute_bar,2,80,Stim48hr,0,0,67
645,EMC7,not_cleared_pre_registered_compute_bar,2,76,Stim48hr,3,53,196
646,GTF3C4,not_cleared_pre_registered_compute_bar,2,75,Stim8hr,1,2,2259
647,URB2,not_cleared_pre_registered_compute_bar,2,61,Stim8hr,1,510,950
648,ATP5PD,not_cleared_pre_registered_compute_bar,2,59,Rest,59,489,35
649,CDC123,not_cleared_pre_registered_compute_bar,2,56,Stim8hr,16,65,901
650,KIAA0586,not_cleared_pre_registered_compute_bar,2,43,Rest,43,106,1130
651,PPP2R3C,not_cleared_pre_registered_compute_bar,2,42,Stim48hr,5,18,54
652,PSMG2,not_cleared_pre_registered_compute_bar,2,41,Stim48hr,12,1,881
653,OSGEP,not_cleared_pre_registered_compute_bar,2,39,Stim8hr,58,22,1326
654,TOE1,not_cleared_pre_registered_compute_bar,2,39,Stim48hr,22,287,113
655,FEN1,not_cleared_pre_registered_compute_bar,2,33,Stim8hr,15,6,356
656,SHC1,not_cleared_pre_registered_compute_bar,2,33,Stim48hr,16,757,2
657,GIT2,not_cleared_pre_registered_compute_bar,2,29,Stim48hr,23,0,62
658,DOLK,not_cleared_pre_registered_compute_bar,2,24,Stim8hr,7,130,310
659,YRDC,not_cleared_pre_registered_compute_bar,2,23,Stim8hr,4,2,29
660,THUMPD1,not_cleared_pre_registered_compute_bar,2,18,Stim48hr,3,200,159
661,BCAT2,not_cleared_pre_registered_compute_bar,1,3678,Stim8hr,9,1,
662,PMVK,not_cleared_pre_registered_compute_bar,1,3528,Stim48hr,210,10,
663,LRBA,not_cleared_pre_registered_compute_bar,1,2993,Stim8hr,5,8,
664,SLC3A2,not_cleared_pre_registered_compute_bar,1,2492,Stim8hr,3,4,
665,ACLY,not_cleared_pre_registered_compute_bar,1,2432,Stim48hr,13,12,
666,CALCOCO2,not_cleared_pre_registered_compute_bar,1,2352,Stim8hr,5,2,
667,TMX1,not_cleared_pre_registered_compute_bar,1,2347,Stim8hr,1,1,
668,MPI,not_cleared_pre_registered_compute_bar,1,2295,Stim8hr,244,0,
669,MTG1,not_cleared_pre_registered_compute_bar,1,1894,Stim48hr,10,5,
670,GPI,not_cleared_pre_registered_compute_bar,1,1780,Stim48hr,229,10,
671,RRAGA,not_cleared_pre_registered_compute_bar,1,1732,Stim48hr,130,0,
672,CYB5R4,not_cleared_pre_registered_compute_bar,1,1675,Stim8hr,258,3,
673,MIA2,not_cleared_pre_registered_compute_bar,1,1566,Stim48hr,53,1,
674,UBE2V2,not_cleared_pre_registered_compute_bar,1,1444,Stim48hr,43,1,
675,TENT2,not_cleared_pre_registered_compute_bar,1,1358,Stim8hr,156,1,
676,MRC2,not_cleared_pre_registered_compute_bar,1,1351,Stim48hr,137,3,
677,RRAGC,not_cleared_pre_registered_compute_bar,1,1319,Stim48hr,49,24,
678,ORAI1,not_cleared_pre_registered_compute_bar,1,1250,Stim8hr,3,0,
679,SINHCAF,not_cleared_pre_registered_compute_bar,1,1211,Stim8hr,58,10,
680,RHOA,not_cleared_pre_registered_compute_bar,1,1184,Stim48hr,0,1,
681,LIG3,not_cleared_pre_registered_compute_bar,1,1177,Stim48hr,2,3,
682,ZNF649,not_cleared_pre_registered_compute_bar,1,1174,Stim48hr,105,0,
683,ERCC4,not_cleared_pre_registered_compute_bar,1,1145,Stim48hr,257,0,
684,STX16,not_cleared_pre_registered_compute_bar,1,1145,Stim8hr,216,2,
685,DLAT,not_cleared_pre_registered_compute_bar,1,1116,Stim48hr,3,1,
686,PTPA,not_cleared_pre_registered_compute_bar,1,1105,Stim48hr,344,0,
687,RNFT2,not_cleared_pre_registered_compute_bar,1,1104,Stim48hr,29,0,
688,MTMR3,not_cleared_pre_registered_compute_bar,1,1100,Stim8hr,218,5,
689,RAC2,not_cleared_pre_registered_compute_bar,1,1095,Stim48hr,35,3,
690,GTPBP10,not_cleared_pre_registered_compute_bar,1,1004,Stim48hr,2,16,
691,CCDC138,not_cleared_pre_registered_compute_bar,1,962,Stim8hr,178,1,
692,NFKBIL1,not_cleared_pre_registered_compute_bar,1,954,Stim8hr,91,0,
693,KHDRBS1,not_cleared_pre_registered_compute_bar,1,936,Stim8hr,170,2,
694,ACACA,not_cleared_pre_registered_compute_bar,1,913,Stim48hr,4,8,
695,CCS,not_cleared_pre_registered_compute_bar,1,885,Stim8hr,289,2,
696,NDUFS8,not_cleared_pre_registered_compute_bar,1,883,Stim48hr,91,14,
697,CAMSAP1,not_cleared_pre_registered_compute_bar,1,863,Stim8hr,125,5,
698,ACOT7,not_cleared_pre_registered_compute_bar,1,845,Stim48hr,2,1,
699,NDFIP2,not_cleared_pre_registered_compute_bar,1,835,Stim8hr,2,1,
700,ELP1,not_cleared_pre_registered_compute_bar,1,828,Stim8hr,346,13,
701,ALG8,not_cleared_pre_registered_compute_bar,1,807,Stim48hr,82,1,
702,COQ6,not_cleared_pre_registered_compute_bar,1,800,Stim48hr,20,1,
703,TMEM30A,not_cleared_pre_registered_compute_bar,1,791,Stim8hr,332,2,
704,ZNF641,not_cleared_pre_registered_compute_bar,1,766,Stim48hr,58,0,
705,ZNF837,not_cleared_pre_registered_compute_bar,1,758,Stim48hr,0,2,
706,ATAD3A,not_cleared_pre_registered_compute_bar,1,720,Stim48hr,2,18,
707,MTHFD1L,not_cleared_pre_registered_compute_bar,1,716,Stim48hr,9,14,
708,SFXN1,not_cleared_pre_registered_compute_bar,1,713,Stim48hr,53,11,
709,PTCD2,not_cleared_pre_registered_compute_bar,1,700,Stim48hr,50,13,
710,MTCH2,not_cleared_pre_registered_compute_bar,1,693,Stim48hr,6,15,
711,HNRNPD,not_cleared_pre_registered_compute_bar,1,642,Stim48hr,66,1,
712,PPP3R1,not_cleared_pre_registered_compute_bar,1,613,Stim8hr,1,1,
713,ACAD9,not_cleared_pre_registered_compute_bar,1,607,Stim48hr,1,5,
714,RAB11FIP1,not_cleared_pre_registered_compute_bar,1,588,Stim8hr,219,1,
715,CBX5,not_cleared_pre_registered_compute_bar,1,562,Stim48hr,49,8,
716,RIDA,not_cleared_pre_registered_compute_bar,1,554,Stim48hr,12,1,
717,COA3,not_cleared_pre_registered_compute_bar,1,534,Stim48hr,112,4,
718,MLYCD,not_cleared_pre_registered_compute_bar,1,520,Stim48hr,178,0,
719,DCK,not_cleared_pre_registered_compute_bar,1,500,Stim48hr,0,9,
720,TIMM8B,not_cleared_pre_registered_compute_bar,1,500,Stim48hr,155,2,
721,WAS,not_cleared_pre_registered_compute_bar,1,495,Stim8hr,33,2,
722,PGP,not_cleared_pre_registered_compute_bar,1,490,Stim48hr,1,6,
723,PSIP1,not_cleared_pre_registered_compute_bar,1,487,Stim48hr,123,22,
724,SHLD1,not_cleared_pre_registered_compute_bar,1,487,Stim8hr,285,0,
725,COX19,not_cleared_pre_registered_compute_bar,1,484,Stim48hr,26,0,
726,EMC2,not_cleared_pre_registered_compute_bar,1,466,Stim48hr,30,23,
727,RNF19B,not_cleared_pre_registered_compute_bar,1,452,Stim8hr,8,7,
728,LRRC8A,not_cleared_pre_registered_compute_bar,1,448,Stim48hr,19,0,
729,EPC1,not_cleared_pre_registered_compute_bar,1,444,Stim8hr,247,19,
730,TMEM126B,not_cleared_pre_registered_compute_bar,1,441,Stim48hr,28,6,
731,FAM161A,not_cleared_pre_registered_compute_bar,1,437,Stim8hr,74,0,
732,TFG,not_cleared_pre_registered_compute_bar,1,434,Stim8hr,7,21,
733,AMD1,not_cleared_pre_registered_compute_bar,1,428,Stim48hr,16,1,
734,ATP5F1E,not_cleared_pre_registered_compute_bar,1,426,Stim48hr,24,0,
735,FBXL3,not_cleared_pre_registered_compute_bar,1,424,Stim8hr,211,0,
736,GSS,not_cleared_pre_registered_compute_bar,1,424,Stim48hr,259,1,
737,NABP1,not_cleared_pre_registered_compute_bar,1,423,Stim8hr,70,2,
738,HEATR3,not_cleared_pre_registered_compute_bar,1,417,Stim8hr,235,4,
739,ERCC1,not_cleared_pre_registered_compute_bar,1,416,Stim48hr,225,2,
740,RNFT1,not_cleared_pre_registered_compute_bar,1,414,Stim8hr,21,4,
741,FLAD1,not_cleared_pre_registered_compute_bar,1,403,Stim48hr,61,6,
742,ACYP2,not_cleared_pre_registered_compute_bar,1,402,Stim48hr,13,0,
743,KIF16B,not_cleared_pre_registered_compute_bar,1,401,Stim8hr,1,0,
744,COX18,not_cleared_pre_registered_compute_bar,1,398,Stim48hr,3,20,
745,BAHD1,not_cleared_pre_registered_compute_bar,1,393,Stim48hr,31,8,
746,ITPR1,not_cleared_pre_registered_compute_bar,1,392,Stim48hr,1,0,
747,PDSS1,not_cleared_pre_registered_compute_bar,1,385,Stim8hr,32,0,
748,RMND5A,not_cleared_pre_registered_compute_bar,1,378,Stim8hr,284,0,
749,SLC25A1,not_cleared_pre_registered_compute_bar,1,377,Stim48hr,10,1,
750,UBE2T,not_cleared_pre_registered_compute_bar,1,377,Stim8hr,314,1,
751,NRAS,not_cleared_pre_registered_compute_bar,1,375,Stim8hr,226,5,
752,TASOR,not_cleared_pre_registered_compute_bar,1,374,Stim8hr,286,0,
753,NUBPL,not_cleared_pre_registered_compute_bar,1,367,Stim48hr,1,1,
754,GNE,not_cleared_pre_registered_compute_bar,1,363,Stim48hr,1,0,
755,MCM8,not_cleared_pre_registered_compute_bar,1,356,Stim48hr,40,2,
756,RRM2B,not_cleared_pre_registered_compute_bar,1,354,Stim48hr,28,0,
757,PAN3,not_cleared_pre_registered_compute_bar,1,350,Stim48hr,90,7,
758,LAMTOR5,not_cleared_pre_registered_compute_bar,1,346,Stim48hr,36,13,
759,EML2,not_cleared_pre_registered_compute_bar,1,343,Stim8hr,59,5,
760,PARL,not_cleared_pre_registered_compute_bar,1,343,Stim48hr,2,5,
761,SLTM,not_cleared_pre_registered_compute_bar,1,343,Stim48hr,32,10,
762,ZNF92,not_cleared_pre_registered_compute_bar,1,342,Stim8hr,122,1,
763,RC3H1,not_cleared_pre_registered_compute_bar,1,341,Stim48hr,114,3,
764,APC,not_cleared_pre_registered_compute_bar,1,337,Rest,337,17,
765,MFHAS1,not_cleared_pre_registered_compute_bar,1,334,Stim8hr,64,2,
766,ALG6,not_cleared_pre_registered_compute_bar,1,333,Stim48hr,142,5,
767,ENTR1,not_cleared_pre_registered_compute_bar,1,329,Stim48hr,12,9,
768,COLGALT1,not_cleared_pre_registered_compute_bar,1,326,Stim48hr,5,0,
769,RCOR3,not_cleared_pre_registered_compute_bar,1,325,Rest,325,4,
770,AK3,not_cleared_pre_registered_compute_bar,1,324,Rest,324,6,
771,MSL2,not_cleared_pre_registered_compute_bar,1,321,Rest,321,0,
772,GLS,not_cleared_pre_registered_compute_bar,1,320,Stim8hr,28,2,
773,RNF111,not_cleared_pre_registered_compute_bar,1,319,Rest,319,0,
774,SZRD1,not_cleared_pre_registered_compute_bar,1,319,Stim48hr,36,0,
775,DDIT4,not_cleared_pre_registered_compute_bar,1,318,Stim48hr,4,3,
776,DENND2D,not_cleared_pre_registered_compute_bar,1,317,Rest,317,7,
777,RHOC,not_cleared_pre_registered_compute_bar,1,313,Rest,313,1,
778,PDIA3,not_cleared_pre_registered_compute_bar,1,310,Stim8hr,75,1,
779,RBM5,not_cleared_pre_registered_compute_bar,1,307,Stim48hr,29,6,
780,OTUB1,not_cleared_pre_registered_compute_bar,1,305,Rest,305,5,
781,HPS1,not_cleared_pre_registered_compute_bar,1,303,Stim8hr,249,1,
782,CBFA2T2,not_cleared_pre_registered_compute_bar,1,300,Rest,300,0,
783,ETNK1,not_cleared_pre_registered_compute_bar,1,300,Rest,300,10,
784,PHF19,not_cleared_pre_registered_compute_bar,1,299,Stim8hr,143,0,
785,PDCD10,not_cleared_pre_registered_compute_bar,1,298,Stim48hr,27,5,
786,CSNK2A1,not_cleared_pre_registered_compute_bar,1,296,Rest,296,16,
787,UBL7,not_cleared_pre_registered_compute_bar,1,296,Stim8hr,1,2,
788,IKBKB,not_cleared_pre_registered_compute_bar,1,293,Stim48hr,1,1,
789,ZNF71,not_cleared_pre_registered_compute_bar,1,292,Rest,292,1,
790,ENDOG,not_cleared_pre_registered_compute_bar,1,287,Rest,287,2,
791,GJC1,not_cleared_pre_registered_compute_bar,1,285,Rest,285,0,
792,PDK1,not_cleared_pre_registered_compute_bar,1,285,Rest,285,0,
793,COMMD8,not_cleared_pre_registered_compute_bar,1,284,Stim48hr,57,20,
794,CTSF,not_cleared_pre_registered_compute_bar,1,284,Rest,284,0,
795,NFU1,not_cleared_pre_registered_compute_bar,1,282,Stim48hr,5,4,
796,MANEA,not_cleared_pre_registered_compute_bar,1,280,Rest,280,0,
797,ZNF790,not_cleared_pre_registered_compute_bar,1,277,Stim8hr,1,0,
798,NBN,not_cleared_pre_registered_compute_bar,1,271,Stim8hr,0,3,
799,DIS3L,not_cleared_pre_registered_compute_bar,1,270,Stim8hr,20,0,
800,SLC17A5,not_cleared_pre_registered_compute_bar,1,267,Stim8hr,237,0,
801,TNFRSF10B,not_cleared_pre_registered_compute_bar,1,267,Rest,267,0,
802,ZFYVE21,not_cleared_pre_registered_compute_bar,1,267,Stim48hr,160,0,
803,DAP,not_cleared_pre_registered_compute_bar,1,266,Stim48hr,6,1,
804,C8orf33,not_cleared_pre_registered_compute_bar,1,264,Rest,264,2,
805,POLDIP3,not_cleared_pre_registered_compute_bar,1,262,Stim48hr,60,0,
806,SLC7A6,not_cleared_pre_registered_compute_bar,1,262,Stim8hr,6,6,
807,GTF2H5,not_cleared_pre_registered_compute_bar,1,256,Stim8hr,47,10,
808,IL23R,not_cleared_pre_registered_compute_bar,1,256,Rest,256,0,
809,PAPSS1,not_cleared_pre_registered_compute_bar,1,250,Rest,250,23,
810,ZNF785,not_cleared_pre_registered_compute_bar,1,248,Stim48hr,10,0,
811,FCHO1,not_cleared_pre_registered_compute_bar,1,246,Stim48hr,2,0,
812,DEF8,not_cleared_pre_registered_compute_bar,1,245,Stim48hr,103,0,
813,UBE2G2,not_cleared_pre_registered_compute_bar,1,245,Stim8hr,130,9,
814,PRSS21,not_cleared_pre_registered_compute_bar,1,242,Rest,242,1,
815,AUP1,not_cleared_pre_registered_compute_bar,1,241,Stim48hr,10,1,
816,TRMT61A,not_cleared_pre_registered_compute_bar,1,241,Stim8hr,148,3,
817,CDK5RAP3,not_cleared_pre_registered_compute_bar,1,240,Stim8hr,132,11,
818,ERCC6L2,not_cleared_pre_registered_compute_bar,1,240,Stim8hr,9,0,
819,LAMP1,not_cleared_pre_registered_compute_bar,1,238,Rest,238,3,
820,TIAL1,not_cleared_pre_registered_compute_bar,1,238,Stim48hr,54,0,
821,KLHDC10,not_cleared_pre_registered_compute_bar,1,237,Rest,237,1,
822,NAA40,not_cleared_pre_registered_compute_bar,1,237,Stim48hr,89,4,
823,HK2,not_cleared_pre_registered_compute_bar,1,236,Stim48hr,4,16,
824,SPTLC2,not_cleared_pre_registered_compute_bar,1,232,Stim48hr,43,0,
825,TTC5,not_cleared_pre_registered_compute_bar,1,231,Stim8hr,170,1,
826,PGAP2,not_cleared_pre_registered_compute_bar,1,230,Stim48hr,4,1,
827,STK40,not_cleared_pre_registered_compute_bar,1,229,Rest,229,5,
828,HIP1R,not_cleared_pre_registered_compute_bar,1,227,Rest,227,0,
829,PFAS,not_cleared_pre_registered_compute_bar,1,224,Stim8hr,157,24,
830,R3HCC1L,not_cleared_pre_registered_compute_bar,1,224,Rest,224,2,
831,CCNT1,not_cleared_pre_registered_compute_bar,1,222,Stim48hr,3,1,
832,COMMD5,not_cleared_pre_registered_compute_bar,1,222,Stim48hr,7,14,
833,AP1S2,not_cleared_pre_registered_compute_bar,1,221,Rest,221,1,
834,GPATCH8,not_cleared_pre_registered_compute_bar,1,221,Stim48hr,58,14,
835,HS3ST3B1,not_cleared_pre_registered_compute_bar,1,221,Stim48hr,2,1,
836,MORF4L1,not_cleared_pre_registered_compute_bar,1,221,Stim8hr,9,20,
837,USP28,not_cleared_pre_registered_compute_bar,1,221,Stim48hr,38,0,
838,PHF3,not_cleared_pre_registered_compute_bar,1,220,Rest,220,8,
839,BRAT1,not_cleared_pre_registered_compute_bar,1,219,Rest,219,2,
840,HAX1,not_cleared_pre_registered_compute_bar,1,219,Stim48hr,9,1,
841,PPIF,not_cleared_pre_registered_compute_bar,1,219,Rest,219,24,
842,SETD1B,not_cleared_pre_registered_compute_bar,1,219,Stim8hr,109,4,
843,PEX5,not_cleared_pre_registered_compute_bar,1,217,Stim48hr,3,6,
844,KRCC1,not_cleared_pre_registered_compute_bar,1,214,Rest,214,0,
845,COP1,not_cleared_pre_registered_compute_bar,1,213,Stim8hr,71,8,
846,FAM3C,not_cleared_pre_registered_compute_bar,1,212,Rest,212,1,
847,PHF6,not_cleared_pre_registered_compute_bar,1,212,Stim48hr,15,1,
848,IRF2BP1,not_cleared_pre_registered_compute_bar,1,204,Stim8hr,58,8,
849,TMEM131L,not_cleared_pre_registered_compute_bar,1,204,Stim8hr,83,1,
850,WBP4,not_cleared_pre_registered_compute_bar,1,203,Stim8hr,142,15,
851,TMEM245,not_cleared_pre_registered_compute_bar,1,202,Rest,202,2,
852,DNAAF2,not_cleared_pre_registered_compute_bar,1,201,Stim8hr,66,16,
853,SYVN1,not_cleared_pre_registered_compute_bar,1,201,Stim8hr,114,17,
854,TXNL1,not_cleared_pre_registered_compute_bar,1,201,Stim8hr,173,2,
855,MAP3K5,not_cleared_pre_registered_compute_bar,1,199,Stim8hr,38,0,
856,TATDN2,not_cleared_pre_registered_compute_bar,1,199,Rest,199,3,
857,CRY1,not_cleared_pre_registered_compute_bar,1,197,Rest,197,5,
858,IMMP2L,not_cleared_pre_registered_compute_bar,1,197,Stim48hr,57,3,
859,WDR48,not_cleared_pre_registered_compute_bar,1,197,Rest,197,3,
860,ZSCAN2,not_cleared_pre_registered_compute_bar,1,197,Rest,197,7,
861,CHEK2,not_cleared_pre_registered_compute_bar,1,196,Rest,196,3,
862,SLC25A22,not_cleared_pre_registered_compute_bar,1,194,Stim8hr,150,0,
863,SLC25A51,not_cleared_pre_registered_compute_bar,1,193,Rest,193,5,
864,ZMAT1,not_cleared_pre_registered_compute_bar,1,190,Rest,190,0,
865,FBRS,not_cleared_pre_registered_compute_bar,1,188,Stim8hr,40,23,
866,SHMT2,not_cleared_pre_registered_compute_bar,1,188,Stim48hr,9,6,
867,SNAP23,not_cleared_pre_registered_compute_bar,1,188,Stim48hr,88,1,
868,YIPF3,not_cleared_pre_registered_compute_bar,1,187,Stim48hr,3,1,
869,APOBEC3B,not_cleared_pre_registered_compute_bar,1,185,Stim8hr,113,0,
870,SBF1,not_cleared_pre_registered_compute_bar,1,182,Rest,182,1,
871,COMMD10,not_cleared_pre_registered_compute_bar,1,179,Stim48hr,99,10,
872,FBXO3,not_cleared_pre_registered_compute_bar,1,179,Rest,179,0,
873,PDHB,not_cleared_pre_registered_compute_bar,1,179,Stim48hr,5,20,
874,RSBN1L,not_cleared_pre_registered_compute_bar,1,179,Stim8hr,4,3,
875,DHRS7,not_cleared_pre_registered_compute_bar,1,178,Stim8hr,41,1,
876,DCTPP1,not_cleared_pre_registered_compute_bar,1,177,Rest,177,2,
877,GPAA1,not_cleared_pre_registered_compute_bar,1,177,Stim8hr,38,1,
878,NPHP4,not_cleared_pre_registered_compute_bar,1,177,Stim8hr,76,1,
879,PARP2,not_cleared_pre_registered_compute_bar,1,177,Stim8hr,5,1,
880,CEP89,not_cleared_pre_registered_compute_bar,1,176,Stim48hr,31,0,
881,EMC9,not_cleared_pre_registered_compute_bar,1,176,Stim8hr,38,3,
882,ALDH18A1,not_cleared_pre_registered_compute_bar,1,175,Stim8hr,119,1,
883,CDADC1,not_cleared_pre_registered_compute_bar,1,173,Rest,173,0,
884,RAD51B,not_cleared_pre_registered_compute_bar,1,173,Stim48hr,34,0,
885,MTX2,not_cleared_pre_registered_compute_bar,1,170,Stim48hr,4,3,
886,ZNF776,not_cleared_pre_registered_compute_bar,1,169,Rest,169,0,
887,GATAD1,not_cleared_pre_registered_compute_bar,1,167,Stim8hr,151,24,
888,GNPDA2,not_cleared_pre_registered_compute_bar,1,167,Rest,167,0,
889,MAP1LC3B,not_cleared_pre_registered_compute_bar,1,167,Rest,167,2,
890,RIPOR1,not_cleared_pre_registered_compute_bar,1,166,Rest,166,16,
891,PXMP4,not_cleared_pre_registered_compute_bar,1,165,Stim8hr,103,6,
892,TAOK2,not_cleared_pre_registered_compute_bar,1,165,Rest,165,3,
893,UBXN6,not_cleared_pre_registered_compute_bar,1,162,Stim48hr,27,1,
894,CRTAP,not_cleared_pre_registered_compute_bar,1,161,Stim8hr,77,1,
895,DCAF5,not_cleared_pre_registered_compute_bar,1,159,Stim48hr,52,2,
896,CHURC1,not_cleared_pre_registered_compute_bar,1,158,Rest,158,1,
897,NDST2,not_cleared_pre_registered_compute_bar,1,158,Rest,158,0,
898,AVEN,not_cleared_pre_registered_compute_bar,1,157,Stim8hr,3,7,
899,FDX1,not_cleared_pre_registered_compute_bar,1,157,Stim48hr,51,1,
900,ERGIC3,not_cleared_pre_registered_compute_bar,1,156,Stim8hr,67,2,
901,GINM1,not_cleared_pre_registered_compute_bar,1,155,Stim8hr,8,0,
902,ZSCAN25,not_cleared_pre_registered_compute_bar,1,155,Rest,155,0,
903,CTH,not_cleared_pre_registered_compute_bar,1,154,Stim48hr,2,0,
904,SNRPB2,not_cleared_pre_registered_compute_bar,1,154,Stim8hr,12,4,
905,UBIAD1,not_cleared_pre_registered_compute_bar,1,154,Stim48hr,4,1,
906,FBF1,not_cleared_pre_registered_compute_bar,1,153,Rest,153,0,
907,LSS,not_cleared_pre_registered_compute_bar,1,153,Stim48hr,2,6,
908,UQCC1,not_cleared_pre_registered_compute_bar,1,153,Stim8hr,3,7,
909,SPSB3,not_cleared_pre_registered_compute_bar,1,152,Rest,152,2,
910,AASDH,not_cleared_pre_registered_compute_bar,1,151,Rest,151,0,
911,NUDT19,not_cleared_pre_registered_compute_bar,1,151,Rest,151,0,
912,OAF,not_cleared_pre_registered_compute_bar,1,150,Rest,150,4,
913,ISG15,not_cleared_pre_registered_compute_bar,1,149,Rest,149,0,
914,SPOP,not_cleared_pre_registered_compute_bar,1,149,Rest,149,2,
915,USP24,not_cleared_pre_registered_compute_bar,1,149,Stim48hr,5,10,
916,ITM2B,not_cleared_pre_registered_compute_bar,1,148,Rest,148,1,
917,SLC4A7,not_cleared_pre_registered_compute_bar,1,148,Stim48hr,15,9,
918,PAK2,not_cleared_pre_registered_compute_bar,1,147,Rest,147,1,
919,ZNF280D,not_cleared_pre_registered_compute_bar,1,146,Stim8hr,66,1,
920,PRKCQ,not_cleared_pre_registered_compute_bar,1,145,Stim48hr,6,0,
921,LPCAT3,not_cleared_pre_registered_compute_bar,1,144,Rest,144,0,
922,ZMYND19,not_cleared_pre_registered_compute_bar,1,144,Stim8hr,24,3,
923,ATM,not_cleared_pre_registered_compute_bar,1,143,Stim48hr,97,1,
924,DMAC1,not_cleared_pre_registered_compute_bar,1,143,Stim48hr,1,0,
925,PPP1R12C,not_cleared_pre_registered_compute_bar,1,142,Rest,142,2,
926,SLC25A28,not_cleared_pre_registered_compute_bar,1,142,Stim48hr,6,0,
927,TMEM123,not_cleared_pre_registered_compute_bar,1,142,Stim8hr,72,5,
928,DCAF16,not_cleared_pre_registered_compute_bar,1,140,Rest,140,5,
929,HRAS,not_cleared_pre_registered_compute_bar,1,140,Stim48hr,1,1,
930,EIF4A2,not_cleared_pre_registered_compute_bar,1,139,Stim8hr,59,3,
931,ZDHHC12,not_cleared_pre_registered_compute_bar,1,138,Rest,138,10,
932,ARL1,not_cleared_pre_registered_compute_bar,1,137,Stim48hr,1,3,
933,DZIP1,not_cleared_pre_registered_compute_bar,1,137,Stim8hr,7,0,
934,LSM14A,not_cleared_pre_registered_compute_bar,1,137,Stim48hr,35,12,
935,HTT,not_cleared_pre_registered_compute_bar,1,134,Stim48hr,11,2,
936,SMIM7,not_cleared_pre_registered_compute_bar,1,132,Stim48hr,0,0,
937,TEDC2,not_cleared_pre_registered_compute_bar,1,132,Rest,132,17,
938,MGA,not_cleared_pre_registered_compute_bar,1,131,Stim8hr,56,12,
939,MPHOSPH9,not_cleared_pre_registered_compute_bar,1,131,Stim8hr,0,5,
940,NMT2,not_cleared_pre_registered_compute_bar,1,130,Stim8hr,45,0,
941,TMEM234,not_cleared_pre_registered_compute_bar,1,130,Stim8hr,0,2,
942,CAB39,not_cleared_pre_registered_compute_bar,1,129,Stim8hr,10,1,
943,NDUFA10,not_cleared_pre_registered_compute_bar,1,129,Rest,129,2,
944,DNAJC3,not_cleared_pre_registered_compute_bar,1,128,Stim48hr,69,1,
945,RAB21,not_cleared_pre_registered_compute_bar,1,128,Stim48hr,13,3,
946,RABGEF1,not_cleared_pre_registered_compute_bar,1,128,Stim48hr,42,4,
947,ZNF18,not_cleared_pre_registered_compute_bar,1,128,Rest,128,0,
948,CDCA3,not_cleared_pre_registered_compute_bar,1,127,Rest,127,1,
949,DCAF4,not_cleared_pre_registered_compute_bar,1,126,Stim48hr,1,0,
950,INPP5F,not_cleared_pre_registered_compute_bar,1,126,Stim8hr,39,4,
951,TRAPPC13,not_cleared_pre_registered_compute_bar,1,126,Stim8hr,3,1,
952,CEP135,not_cleared_pre_registered_compute_bar,1,125,Stim48hr,2,0,
953,DVL1,not_cleared_pre_registered_compute_bar,1,125,Rest,125,0,
954,IDH3A,not_cleared_pre_registered_compute_bar,1,125,Stim8hr,8,9,
955,PPAT,not_cleared_pre_registered_compute_bar,1,125,Stim8hr,0,5,
956,RDH13,not_cleared_pre_registered_compute_bar,1,125,Stim8hr,34,0,
957,TBC1D10A,not_cleared_pre_registered_compute_bar,1,125,Rest,125,0,
958,ZNF330,not_cleared_pre_registered_compute_bar,1,125,Stim48hr,4,3,
959,ERN1,not_cleared_pre_registered_compute_bar,1,124,Rest,124,23,
960,FBXW2,not_cleared_pre_registered_compute_bar,1,124,Stim8hr,16,5,
961,PPP6R2,not_cleared_pre_registered_compute_bar,1,124,Rest,124,1,
962,EIF2AK1,not_cleared_pre_registered_compute_bar,1,123,Stim48hr,1,1,
963,POMGNT1,not_cleared_pre_registered_compute_bar,1,123,Rest,123,0,
964,UFC1,not_cleared_pre_registered_compute_bar,1,123,Rest,123,19,
965,ALG3,not_cleared_pre_registered_compute_bar,1,122,Stim8hr,8,9,
966,FBXO38,not_cleared_pre_registered_compute_bar,1,122,Rest,122,0,
967,ANXA6,not_cleared_pre_registered_compute_bar,1,120,Stim48hr,1,1,
968,ATXN2L,not_cleared_pre_registered_compute_bar,1,120,Stim8hr,118,7,
969,CTDSP2,not_cleared_pre_registered_compute_bar,1,120,Stim48hr,2,1,
970,PHIP,not_cleared_pre_registered_compute_bar,1,120,Stim48hr,5,1,
971,TIMMDC1,not_cleared_pre_registered_compute_bar,1,120,Stim48hr,3,1,
972,EI24,not_cleared_pre_registered_compute_bar,1,119,Rest,119,4,
973,MYH9,not_cleared_pre_registered_compute_bar,1,119,Rest,119,2,
974,ARL6IP1,not_cleared_pre_registered_compute_bar,1,118,Stim48hr,1,2,
975,HDHD3,not_cleared_pre_registered_compute_bar,1,118,Stim8hr,70,0,
